resp_id,choice_set_id,alternative_id,Brand,Price,Screen_Size,Battery_Life,Camera_Quality,chosen
8,57,2,Apple,$399,5.5 inches,12 hours,Excellent,0
8,57,3,Apple,$399,5.5 inches,18 hours,Good,0
8,58,1,OnePlus,$499,5.5 inches,12 hours,Good,0
8,58,2,Google,$599,5.5 inches,24 hours,Basic,0
8,58,3,Google,$399,6.1 inches,12 hours,Excellent,1
8,59,1,Samsung,$399,6.1 inches,12 hours,Basic,0
8,59,2,Apple,$399,6.1 inches,24 hours,Excellent,1
8,59,3,Google,$599,5.5 inches,18 hours,Excellent,0
8,60,1,Google,$599,6.1 inches,24 hours,Excellent,1
8,60,2,OnePlus,$599,5.5 inches,24 hours,Basic,0
8,60,3,OnePlus,$499,6.7 inches,18 hours,Basic,0
8,61,1,Apple,$399,6.7 inches,24 hours,Excellent,1
8,61,2,Apple,$499,6.7 inches,12 hours,Basic,0
8,61,3,OnePlus,$599,6.1 inches,12 hours,Excellent,0
8,62,1,OnePlus,$599,5.5 inches,18 hours,Good,0
8,62,2,OnePlus,$499,6.1 inches,24 hours,Basic,0
8,62,3,Samsung,$499,6.1 inches,24 hours,Good,1
8,63,1,Google,$599,6.7 inches,12 hours,Good,0
8,63,2,Apple,$499,6.1 inches,18 hours,Basic,0
8,63,3,OnePlus,$299,6.7 inches,24 hours,Good,1
8,64,1,OnePlus,$299,5.5 inches,24 hours,Good,1
8,64,2,OnePlus,$599,5.5 inches,12 hours,Good,0
8,64,3,Samsung,$499,6.1 inches,24 hours,Good,0
9,65,1,Apple,$299,6.7 inches,24 hours,Basic,1
9,65,2,Samsung,$499,6.7 inches,12 hours,Excellent,0
9,65,3,OnePlus,$299,5.5 inches,12 hours,Good,0
9,66,1,Apple,$399,6.1 inches,24 hours,Good,1
9,66,2,Google,$599,6.1 inches,18 hours,Basic,0
9,66,3,OnePlus,$399,6.1 inches,12 hours,Excellent,0
9,67,1,Samsung,$299,6.1 inches,18 hours,Good,0
9,67,2,Google,$299,6.1 inches,24 hours,Good,1
9,67,3,OnePlus,$399,6.1 inches,24 hours,Good,0
9,68,1,Google,$499,6.7 inches,24 hours,Good,1
9,68,2,OnePlus,$499,5.5 inches,24 hours,Basic,0
9,68,3,OnePlus,$399,6.1 inches,12 hours,Good,0
9,69,1,OnePlus,$599,6.1 inches,24 hours,Excellent,0
9,69,2,Samsung,$599,5.5 inches,12 hours,Excellent,0
9,69,3,Google,$299,6.1 inches,12 hours,Excellent,1
9,70,1,OnePlus,$299,6.7 inches,12 hours,Good,0
9,70,2,Samsung,$299,6.1 inches,18 hours,Good,1
9,70,3,OnePlus,$299,6.1 inches,24 hours,Excellent,0
9,71,1,OnePlus,$499,6.7 inches,24 hours,Good,0
9,71,2,Apple,$299,5.5 inches,24 hours,Excellent,1
9,71,3,Google,$399,6.7 inches,12 hours,Good,0
9,72,1,Apple,$299,6.1 inches,12 hours,Excellent,1
9,72,2,Google,$299,5.5 inches,18 hours,Basic,0
9,72,3,Google,$499,6.1 inches,18 hours,Basic,0
10,73,1,Samsung,$599,6.7 inches,24 hours,Basic,1
10,73,2,Samsung,$399,5.5 inches,24 hours,Good,0
10,73,3,Samsung,$599,6.7 inches,12 hours,Basic,0
10,74,1,OnePlus,$499,6.1 inches,18 hours,Excellent,0
10,74,2,Apple,$599,6.1 inches,24 hours,Excellent,0
10,74,3,Samsung,$299,6.1 inches,18 hours,Excellent,1
10,75,1,Google,$599,6.7 inches,18 hours,Good,1
10,75,2,Google,$399,6.1 inches,18 hours,Basic,0
10,75,3,Samsung,$599,6.7 inches,18 hours,Excellent,0
10,76,1,Google,$499,5.5 inches,24 hours,Good,0
10,76,2,Google,$299,6.7 inches,24 hours,Excellent,1
10,76,3,Apple,$599,6.1 inches,12 hours,Excellent,0
10,77,1,Google,$399,6.7 inches,12 hours,Excellent,0
10,77,2,Google,$399,6.7 inches,12 hours,Excellent,1
10,77,3,Apple,$499,6.1 inches,12 hours,Excellent,0
10,78,1,Google,$399,5.5 inches,18 hours,Good,1
10,78,2,OnePlus,$399,5.5 inches,12 hours,Excellent,0
10,78,3,Google,$499,5.5 inches,18 hours,Good,0
10,79,1,Google,$499,5.5 inches,18 hours,Basic,0
10,79,2,Samsung,$399,6.7 inches,24 hours,Excellent,1
10,79,3,OnePlus,$499,5.5 inches,18 hours,Basic,0
10,80,1,Google,$299,6.1 inches,18 hours,Excellent,1
10,80,2,Google,$599,6.7 inches,18 hours,Basic,0
10,80,3,Samsung,$599,5.5 inches,24 hours,Excellent,0
11,81,1,Google,$399,6.7 inches,12 hours,Excellent,0
11,81,2,OnePlus,$499,6.7 inches,18 hours,Basic,0
11,81,3,Samsung,$299,5.5 inches,18 hours,Good,1
11,82,1,Apple,$299,5.5 inches,24 hours,Basic,0
11,82,2,OnePlus,$599,6.1 inches,24 hours,Excellent,1
11,82,3,OnePlus,$399,6.1 inches,24 hours,Basic,0
11,83,1,OnePlus,$599,6.1 inches,12 hours,Excellent,0
11,83,2,Google,$399,6.1 inches,18 hours,Basic,0
11,83,3,Google,$299,6.7 inches,18 hours,Excellent,1
11,84,1,Google,$299,6.1 inches,18 hours,Basic,0
11,84,2,Apple,$599,5.5 inches,24 hours,Basic,0
11,84,3,Apple,$299,6.1 inches,12 hours,Basic,1
11,85,1,Samsung,$299,6.7 inches,12 hours,Excellent,0
11,85,2,Samsung,$399,6.1 inches,12 hours,Excellent,1
11,85,3,Apple,$499,5.5 inches,12 hours,Excellent,0
11,86,1,Google,$399,5.5 inches,24 hours,Basic,0
11,86,2,Samsung,$299,6.1 inches,12 hours,Excellent,1
11,86,3,Google,$299,5.5 inches,18 hours,Basic,0
11,87,1,Samsung,$599,6.7 inches,12 hours,Excellent,0
11,87,2,Apple,$599,6.1 inches,18 hours,Excellent,1
11,87,3,Apple,$599,6.7 inches,12 hours,Excellent,0
11,88,1,Apple,$499,6.1 inches,24 hours,Basic,0
11,88,2,Apple,$599,6.1 inches,18 hours,Excellent,1
11,88,3,Apple,$599,6.7 inches,18 hours,Basic,0
12,89,1,Apple,$499,6.7 inches,12 hours,Basic,0
12,89,2,Samsung,$499,6.7 inches,24 hours,Excellent,1
12,89,3,Google,$599,6.7 inches,24 hours,Good,0
12,90,1,OnePlus,$599,5.5 inches,24 hours,Basic,0
12,90,2,Samsung,$599,6.1 inches,12 hours,Good,0
12,90,3,Google,$599,6.1 inches,18 hours,Excellent,1
12,91,1,Apple,$499,6.1 inches,18 hours,Excellent,1
12,91,2,Google,$499,5.5 inches,24 hours,Good,0
12,91,3,Apple,$299,5.5 inches,12 hours,Good,0
12,92,1,Apple,$499,5.5 inches,24 hours,Basic,0
12,92,2,Google,$299,6.1 inches,18 hours,Excellent,1
12,92,3,OnePlus,$299,6.1 inches,24 hours,Good,0
12,93,1,Google,$299,6.7 inches,24 hours,Basic,1
12,93,2,Samsung,$599,5.5 inches,12 hours,Good,0
12,93,3,Google,$299,6.1 inches,24 hours,Basic,0
12,94,1,OnePlus,$299,6.7 inches,24 hours,Excellent,1
12,94,2,Google,$299,5.5 inches,18 hours,Excellent,0
12,94,3,Google,$499,6.1 inches,12 hours,Basic,0
12,95,1,Samsung,$599,5.5 inches,12 hours,Excellent,0
12,95,2,Apple,$299,6.7 inches,24 hours,Basic,1
12,95,3,OnePlus,$599,6.1 inches,18 hours,Basic,0
12,96,1,Google,$499,6.7 inches,18 hours,Excellent,1
12,96,2,Apple,$299,5.5 inches,12 hours,Excellent,0
12,96,3,Apple,$299,6.1 inches,18 hours,Excellent,0
13,97,1,OnePlus,$599,6.7 inches,18 hours,Good,0
13,97,2,Google,$399,6.7 inches,12 hours,Good,0
13,97,3,OnePlus,$299,6.1 inches,24 hours,Excellent,1
13,98,1,OnePlus,$499,5.5 inches,12 hours,Good,0
13,98,2,Apple,$299,5.5 inches,18 hours,Basic,0
13,98,3,Samsung,$499,6.1 inches,18 hours,Basic,1
13,99,1,Apple,$599,6.7 inches,18 hours,Basic,1
13,99,2,Samsung,$599,6.7 inches,24 hours,Basic,0
13,99,3,Google,$299,6.1 inches,24 hours,Basic,0
13,100,1,OnePlus,$299,6.1 inches,12 hours,Good,0
13,100,2,OnePlus,$599,6.7 inches,24 hours,Good,0
13,100,3,Google,$299,6.1 inches,12 hours,Good,1
13,101,1,Samsung,$599,6.7 inches,18 hours,Basic,1
13,101,2,OnePlus,$299,5.5 inches,18 hours,Excellent,0
13,101,3,OnePlus,$299,6.1 inches,18 hours,Excellent,0
13,102,1,Google,$399,6.1 inches,12 hours,Basic,0
13,102,2,Apple,$399,6.1 inches,18 hours,Excellent,1
13,102,3,Samsung,$399,5.5 inches,12 hours,Good,0
13,103,1,Samsung,$399,6.7 inches,12 hours,Excellent,0
13,103,2,Apple,$399,6.7 inches,18 hours,Good,1
13,103,3,OnePlus,$499,6.7 inches,18 hours,Basic,0
13,104,1,OnePlus,$299,6.1 inches,18 hours,Excellent,0
13,104,2,Google,$499,6.7 inches,12 hours,Good,0
13,104,3,Apple,$499,6.1 inches,18 hours,Basic,1
14,105,1,Apple,$499,6.1 inches,12 hours,Excellent,1
14,105,2,Apple,$599,6.1 inches,24 hours,Excellent,0
14,105,3,Apple,$599,6.7 inches,24 hours,Basic,0
14,106,1,Google,$599,6.7 inches,12 hours,Basic,0
14,106,2,OnePlus,$299,6.1 inches,24 hours,Basic,0
14,106,3,Samsung,$299,5.5 inches,24 hours,Good,1
14,107,1,OnePlus,$399,6.1 inches,18 hours,Good,1
14,107,2,OnePlus,$599,6.1 inches,24 hours,Excellent,0
14,107,3,Apple,$499,5.5 inches,18 hours,Basic,0
14,108,1,OnePlus,$499,6.1 inches,24 hours,Excellent,0
14,108,2,Samsung,$499,5.5 inches,24 hours,Excellent,0
14,108,3,Samsung,$499,6.1 inches,24 hours,Excellent,1
14,109,1,OnePlus,$399,6.7 inches,24 hours,Basic,0
14,109,2,Google,$599,6.7 inches,18 hours,Basic,0
14,109,3,Apple,$599,6.7 inches,18 hours,Basic,1
14,110,1,Google,$499,5.5 inches,12 hours,Good,0
14,110,2,OnePlus,$399,5.5 inches,12 hours,Basic,0
14,110,3,Apple,$499,5.5 inches,24 hours,Excellent,1
14,111,1,Apple,$499,6.7 inches,12 hours,Excellent,0
14,111,2,OnePlus,$399,5.5 inches,12 hours,Excellent,0
14,111,3,Samsung,$599,5.5 inches,18 hours,Good,1
14,112,1,Samsung,$599,6.7 inches,18 hours,Excellent,0
14,112,2,OnePlus,$399,6.7 inches,12 hours,Good,0
14,112,3,OnePlus,$399,6.1 inches,24 hours,Excellent,1
15,113,1,OnePlus,$599,6.1 inches,18 hours,Excellent,0
15,113,2,OnePlus,$399,5.5 inches,24 hours,Basic,0
15,113,3,Google,$299,6.7 inches,18 hours,Good,1
15,114,1,Apple,$299,6.1 inches,12 hours,Basic,1
15,114,2,Google,$599,6.7 inches,12 hours,Good,0
15,114,3,Apple,$399,6.1 inches,18 hours,Basic,0
15,115,1,OnePlus,$299,6.1 inches,24 hours,Good,1
15,115,2,Samsung,$599,5.5 inches,18 hours,Basic,0
15,115,3,Apple,$499,5.5 inches,24 hours,Excellent,0
15,116,1,Google,$399,5.5 inches,12 hours,Good,0
15,116,2,OnePlus,$399,6.7 inches,18 hours,Good,0
15,116,3,Apple,$299,5.5 inches,18 hours,Basic,1
15,117,1,Samsung,$599,5.5 inches,18 hours,Basic,0
15,117,2,Google,$299,5.5 inches,12 hours,Good,0
15,117,3,OnePlus,$299,5.5 inches,18 hours,Excellent,1
15,118,1,Apple,$399,6.7 inches,12 hours,Good,0
15,118,2,OnePlus,$299,6.7 inches,18 hours,Basic,0
15,118,3,OnePlus,$399,6.7 inches,24 hours,Basic,1
15,119,1,Google,$299,6.7 inches,24 hours,Excellent,1
15,119,2,Apple,$599,6.1 inches,12 hours,Excellent,0
15,119,3,OnePlus,$499,6.1 inches,24 hours,Basic,0
15,120,1,Google,$299,6.1 inches,12 hours,Excellent,0
15,120,2,Apple,$499,5.5 inches,12 hours,Good,0
15,120,3,Google,$399,6.7 inches,18 hours,Excellent,1
16,121,1,OnePlus,$399,5.5 inches,12 hours,Excellent,0
16,121,2,OnePlus,$299,6.1 inches,12 hours,Basic,0
16,121,3,Samsung,$299,6.1 inches,18 hours,Excellent,1
16,122,1,OnePlus,$599,6.1 inches,12 hours,Excellent,0
16,122,2,Samsung,$499,6.1 inches,12 hours,Excellent,0
16,122,3,Google,$499,5.5 inches,18 hours,Good,1
16,123,1,OnePlus,$599,6.1 inches,18 hours,Basic,0
16,123,2,OnePlus,$599,6.1 inches,24 hours,Good,0
16,123,3,Apple,$599,5.5 inches,18 hours,Excellent,1
16,124,1,Samsung,$499,6.1 inches,12 hours,Basic,0
16,124,2,Google,$499,6.1 inches,18 hours,Excellent,0
16,124,3,OnePlus,$399,6.7 inches,18 hours,Good,1
16,125,1,OnePlus,$299,6.7 inches,18 hours,Excellent,1
16,125,2,OnePlus,$499,6.7 inches,12 hours,Basic,0
16,125,3,OnePlus,$499,6.7 inches,24 hours,Excellent,0
16,126,1,Samsung,$299,5.5 inches,24 hours,Excellent,0
16,126,2,OnePlus,$299,5.5 inches,12 hours,Basic,0
16,126,3,Google,$499,6.1 inches,24 hours,Basic,1
16,127,1,Samsung,$599,6.1 inches,18 hours,Good,0
16,127,2,Apple,$399,6.7 inches,18 hours,Good,1
16,127,3,Google,$499,5.5 inches,12 hours,Basic,0
16,128,1,Samsung,$599,6.7 inches,18 hours,Excellent,0
16,128,2,Apple,$499,6.1 inches,24 hours,Good,1
16,128,3,Samsung,$499,6.7 inches,18 hours,Basic,0
17,129,1,Apple,$399,5.5 inches,18 hours,Basic,0
17,129,2,OnePlus,$299,6.7 inches,18 hours,Excellent,0
17,129,3,Google,$299,6.7 inches,24 hours,Good,1
17,130,1,Google,$399,6.7 inches,24 hours,Excellent,1
17,130,2,Samsung,$499,6.7 inches,12 hours,Basic,0
17,130,3,Samsung,$399,5.5 inches,18 hours,Basic,0
17,131,1,Google,$499,6.1 inches,24 hours,Basic,0
17,131,2,Apple,$299,6.1 inches,18 hours,Excellent,1
17,131,3,OnePlus,$599,6.1 inches,24 hours,Basic,0
17,132,1,Samsung,$499,6.7 inches,12 hours,Good,0
17,132,2,OnePlus,$499,5.5 inches,24 hours,Excellent,1
17,132,3,Samsung,$399,6.1 inches,24 hours,Basic,0
17,133,1,Apple,$399,6.1 inches,12 hours,Basic,0
17,133,2,Google,$399,6.1 inches,24 hours,Good,1
17,133,3,Apple,$499,5.5 inches,24 hours,Excellent,0
17,134,1,Google,$399,6.7 inches,18 hours,Excellent,0
17,134,2,Apple,$399,6.7 inches,24 hours,Basic,1
17,134,3,Samsung,$499,6.7 inches,12 hours,Basic,0
17,135,1,Apple,$299,6.7 inches,24 hours,Good,1
17,135,2,Samsung,$599,6.7 inches,24 hours,Basic,0
17,135,3,OnePlus,$499,6.7 inches,18 hours,Good,0
17,136,1,Samsung,$599,6.1 inches,18 hours,Basic,0
17,136,2,Apple,$399,6.1 inches,18 hours,Good,0
17,136,3,OnePlus,$399,6.1 inches,24 hours,Basic,1
18,137,1,Google,$499,6.7 inches,18 hours,Good,0
18,137,2,Samsung,$499,6.7 inches,24 hours,Basic,1
18,137,3,Google,$399,6.1 inches,12 hours,Good,0
18,138,1,OnePlus,$399,5.5 inches,12 hours,Basic,0
18,138,2,Google,$599,6.7 inches,18 hours,Basic,0
18,138,3,Samsung,$499,6.7 inches,24 hours,Good,1
18,139,1,Samsung,$399,6.1 inches,24 hours,Good,1
18,139,2,OnePlus,$499,6.1 inches,12 hours,Basic,0
18,139,3,OnePlus,$599,5.5 inches,12 hours,Excellent,0
18,140,1,Google,$299,5.5 inches,18 hours,Good,1
18,140,2,OnePlus,$499,6.7 inches,12 hours,Basic,0
18,140,3,OnePlus,$399,6.1 inches,24 hours,Good,0
18,141,1,OnePlus,$499,5.5 inches,18 hours,Basic,0
18,141,2,Samsung,$499,6.7 inches,18 hours,Basic,0
18,141,3,OnePlus,$599,6.7 inches,18 hours,Excellent,1
18,142,1,Apple,$399,5.5 inches,18 hours,Good,0
18,142,2,Google,$499,5.5 inches,12 hours,Excellent,1
18,142,3,OnePlus,$299,5.5 inches,12 hours,Basic,0
18,143,1,Google,$599,6.7 inches,18 hours,Basic,0
18,143,2,Samsung,$499,6.7 inches,18 hours,Basic,0
18,143,3,OnePlus,$499,6.7 inches,18 hours,Excellent,1
18,144,1,OnePlus,$499,6.1 inches,12 hours,Good,0
18,144,2,Google,$299,6.1 inches,24 hours,Good,1
18,144,3,Apple,$599,6.1 inches,24 hours,Excellent,0
19,145,1,Samsung,$299,6.7 inches,18 hours,Basic,0
19,145,2,OnePlus,$399,6.7 inches,12 hours,Basic,0
19,145,3,Apple,$399,5.5 inches,18 hours,Good,1
19,146,1,OnePlus,$399,6.1 inches,24 hours,Basic,0
19,146,2,OnePlus,$599,6.7 inches,24 hours,Basic,0
19,146,3,Samsung,$399,6.7 inches,18 hours,Excellent,1
19,147,1,OnePlus,$599,6.1 inches,12 hours,Good,0
19,147,2,Google,$499,6.7 inches,24 hours,Excellent,1
